Appliances,T_out,RH_out,Windspeed,T1,RH_1,T2,RH_2,hour,day_of_week,month,is_weekend
120,7.15,96.6666666666667,3.3333333333333295,16.89,44.29,16.2,44.29,13,5,1,1
140,7.2,96.3333333333333,3.6666666666666705,16.89,44.363333333333294,16.2,44.29,13,5,1,1
190,7.25,96.0,4.0,16.89,44.433333333333294,16.2,44.29,13,5,1,1
150,7.3,95.6666666666667,4.3333333333333295,16.89,44.5,16.2,44.29,13,5,1,1
150,7.349999999999999,95.3333333333333,4.66666666666667,16.89,44.5,16.2,44.4,13,5,1,1
150,7.4,95.0,5.0,16.89,44.56,16.2,44.4,14,5,1,1
150,7.416666666666669,95.0,4.8333333333333295,16.89,44.59,16.2,44.4,14,5,1,1
140,7.43333333333333,95.0,4.66666666666667,16.89,44.6633333333333,16.2,44.4666666666667,14,5,1,1
130,7.45,95.0,4.5,16.89,44.7,16.2,44.5,14,5,1,1
180,7.46666666666667,95.0,4.3333333333333295,16.89,44.76,16.2,44.5,14,5,1,1
280,7.483333333333332,95.0,4.16666666666667,16.89,44.79,16.2,44.59,14,5,1,1
170,7.5,95.0,4.0,16.89,44.79,16.2,44.59,15,5,1,1
130,7.349999999999999,95.5,4.0,16.8233333333333,44.8266666666667,16.2,44.6266666666667,15,5,1,1
80,7.2,96.0,4.0,16.89,44.925,16.1333333333333,44.76,15,5,1,1
80,7.05,96.5,4.0,16.89,45.0,16.1,44.963333333333296,15,5,1,1
70,6.9,97.0,4.0,16.89,45.4266666666667,16.1,45.363333333333294,15,5,1,1
80,6.75,97.5,4.0,16.89,45.76,16.1,45.59,15,5,1,1
60,6.6,98.0,4.0,16.8566666666667,45.76,16.1,45.59,16,5,1,1
40,6.5833333333333295,98.0,4.0,16.8566666666667,45.76,16.1,45.59,16,5,1,1
50,6.56666666666667,98.0,4.0,16.79,45.7,16.1,45.56,16,5,1,1
70,6.55,98.0,4.0,16.79,45.7,16.1,45.5,16,5,1,1
80,6.53333333333333,98.0,4.0,16.79,45.6633333333333,16.1,45.5,16,5,1,1
120,6.51666666666667,98.0,4.0,16.79,45.59,16.1,45.5,16,5,1,1
120,6.5,98.0,4.0,16.79,45.5266666666667,16.1,45.4666666666667,17,5,1,1
420,6.25,97.8333333333333,3.6666666666666705,16.79,45.2666666666667,16.1,45.3266666666667,17,5,1,1
410,6.0,97.6666666666667,3.3333333333333295,16.79,45.29,16.1,45.363333333333294,17,5,1,1
240,5.75,97.5,3.0,16.79,45.29,16.1,45.29,17,5,1,1
220,5.5,97.3333333333333,2.66666666666667,16.79,45.1633333333333,16.1,45.29,17,5,1,1
60,5.25,97.1666666666667,2.3333333333333295,16.79,45.09,16.1,45.29,17,5,1,1
70,5.0,97.0,2.0,16.8233333333333,45.36,16.1,45.3266666666667,18,5,1,1
90,5.21666666666667,96.8333333333333,2.16666666666667,16.89,45.6333333333333,16.1,45.4666666666667,18,5,1,1
110,5.43333333333333,96.6666666666667,2.3333333333333295,16.89,45.59,16.1333333333333,45.59,18,5,1,1
90,5.65,96.5,2.5,16.89,45.7475,16.2,45.6633333333333,18,5,1,1
100,5.86666666666667,96.3333333333333,2.66666666666667,16.9633333333333,46.1333333333333,16.4266666666667,45.7,18,5,1,1
90,6.0833333333333295,96.1666666666667,2.8333333333333295,17.1333333333333,46.29,16.5666666666667,45.5666666666667,18,5,1,1
90,6.3,96.0,3.0,17.2,46.23,16.8233333333333,45.363333333333294,19,5,1,1
90,6.23333333333333,95.1666666666667,3.16666666666667,17.3233333333333,46.29,16.9975,45.14,19,5,1,1
70,6.16666666666667,94.3333333333333,3.3333333333333295,17.4633333333333,46.43,17.1666666666667,45.09,19,5,1,1
70,6.1,93.5,3.5,17.6333333333333,46.6633333333333,17.3233333333333,44.9666666666667,19,5,1,1
80,6.03333333333333,92.6666666666667,3.6666666666666705,17.76,46.33,17.4633333333333,44.8266666666667,19,5,1,1
100,5.96666666666667,91.8333333333333,3.8333333333333295,17.9266666666667,46.0266666666667,17.6633333333333,44.56,19,5,1,1
100,5.9,91.0,4.0,18.1333333333333,45.7666666666667,17.8566666666667,44.433333333333294,20,5,1,1
90,5.9,90.8333333333333,4.16666666666667,18.323333333333295,45.43,18.0,44.1333333333333,20,5,1,1
110,5.9,90.6666666666667,4.3333333333333295,18.463333333333296,45.23,18.1333333333333,43.933333333333294,20,5,1,1
110,5.9,90.5,4.5,18.6333333333333,44.863333333333294,18.23,43.7,20,5,1,1
110,5.9,90.3333333333333,4.66666666666667,18.7,44.6566666666667,18.3566666666667,43.5,20,5,1,1
110,5.9,90.1666666666667,4.8333333333333295,18.89,44.43,18.533333333333296,43.26,20,5,1,1
100,5.9,90.0,5.0,18.963333333333296,44.1566666666667,18.6,43.0666666666667,21,5,1,1
80,5.8333333333333295,90.1666666666667,5.0,19.033333333333296,43.863333333333294,18.7,42.863333333333294,21,5,1,1
90,5.76666666666667,90.3333333333333,5.0,19.1,43.73,18.76,42.6566666666667,21,5,1,1
100,5.7,90.5,5.0,19.2,43.4666666666667,18.823333333333295,42.5,21,5,1,1
110,5.633333333333329,90.6666666666667,5.0,19.2675,43.2675,18.89,42.36,21,5,1,1
100,5.56666666666667,90.8333333333333,5.0,19.29,43.03,18.9266666666667,42.1333333333333,21,5,1,1
100,5.5,91.0,5.0,19.39,42.863333333333294,19.0,41.933333333333294,22,5,1,1
90,5.48333333333333,91.0,4.8333333333333295,19.39,42.73,19.0,41.79,22,5,1,1
70,5.46666666666667,91.0,4.66666666666667,19.39,42.43,19.0,41.5925,22,5,1,1
70,5.45,91.0,4.5,19.39,42.23,19.0,41.3266666666667,22,5,1,1
60,5.43333333333333,91.0,4.3333333333333295,19.39,42.1633333333333,19.0,41.29,22,5,1,1
50,5.41666666666667,91.0,4.16666666666667,19.39,42.09,19.0,41.23,22,5,1,1
50,5.4,91.0,4.0,19.29,42.06,18.963333333333296,41.29,23,5,1,1
60,5.35,91.1666666666667,4.16666666666667,19.29,42.0,18.89,41.29,23,5,1,1
80,5.3,91.3333333333333,4.3333333333333295,19.26,41.93,18.79,41.29,23,5,1,1
70,5.25,91.5,4.5,19.2,41.79,18.79,41.29,23,5,1,1
80,5.2,91.6666666666667,4.66666666666667,19.2,41.79,18.7,41.29,23,5,1,1
80,5.15,91.8333333333333,4.8333333333333295,19.1333333333333,41.79,18.7,41.29,23,5,1,1
60,5.1,92.0,5.0,19.1,41.8266666666667,18.6,41.29,0,6,1,1
40,5.133333333333329,92.0,4.8333333333333295,19.033333333333296,41.8266666666667,18.533333333333296,41.29,0,6,1,1
40,5.16666666666667,92.0,4.66666666666667,19.0,41.79,18.463333333333296,41.363333333333294,0,6,1,1
20,5.2,92.0,4.5,18.9266666666667,41.863333333333294,18.39,41.29,0,6,1,1
20,5.23333333333333,92.0,4.3333333333333295,18.89,41.9,18.3566666666667,41.4,0,6,1,1
30,5.26666666666667,92.0,4.16666666666667,18.865,41.95,18.29,41.4,0,6,1,1
50,5.3,92.0,4.0,18.79,41.9,18.2,41.4,1,6,1,1
40,5.3,92.0,4.0,18.76,42.0,18.2,41.4666666666667,1,6,1,1
50,5.3,92.0,4.0,18.7,42.06,18.1,41.53,1,6,1,1
40,5.3,92.0,4.0,18.7,42.09,18.1,41.59,1,6,1,1
40,5.3,92.0,4.0,18.6333333333333,42.03,18.0,41.5,1,6,1,1
40,5.3,92.0,4.0,18.6,42.09,17.9633333333333,41.59,1,6,1,1
50,5.3,92.0,4.0,18.6,42.09,17.89,41.6633333333333,2,6,1,1
30,5.31666666666667,92.0,4.0,18.5,42.2,17.79,41.59,2,6,1,1
30,5.3333333333333295,92.0,4.0,18.5,42.26,17.79,41.6633333333333,2,6,1,1
20,5.35,92.0,4.0,18.463333333333296,42.29,17.76,41.73,2,6,1,1
20,5.36666666666667,92.0,4.0,18.39,42.29,17.7,41.79,2,6,1,1
40,5.383333333333329,92.0,4.0,18.39,42.3266666666667,17.7,41.79,2,6,1,1
40,5.4,92.0,4.0,18.323333333333295,42.4,17.6333333333333,41.73,3,6,1,1
50,5.46666666666667,91.8333333333333,4.0,18.29,42.4,17.6,41.73,3,6,1,1
40,5.53333333333333,91.6666666666667,4.0,18.23,42.3266666666667,17.6,41.79,3,6,1,1
50,5.6,91.5,4.0,18.26,42.4,17.5,41.8266666666667,3,6,1,1
50,5.66666666666667,91.3333333333333,4.0,18.2,42.4,17.5,41.9666666666667,3,6,1,1
40,5.73333333333333,91.1666666666667,4.0,18.2,42.433333333333294,17.39,41.9,3,6,1,1
20,5.8,91.0,4.0,18.125,42.5675,17.39,41.9,4,6,1,1
30,5.85,91.0,4.0,18.1,42.6633333333333,17.39,41.963333333333296,4,6,1,1
20,5.9,91.0,4.0,18.1,42.7,17.39,42.09,4,6,1,1
30,5.95,91.0,4.0,18.033333333333296,42.6266666666667,17.29,42.09,4,6,1,1
40,6.0,91.0,4.0,18.0,42.7,17.29,42.1725,4,6,1,1
50,6.05,91.0,4.0,18.0,42.7,17.29,42.26,4,6,1,1
50,6.1,91.0,4.0,17.9266666666667,42.73,17.2,42.23,5,6,1,1
40,6.21666666666667,90.3333333333333,4.3333333333333295,17.9266666666667,42.79,17.2,42.29,5,6,1,1
40,6.3333333333333295,89.6666666666667,4.66666666666667,17.89,42.79,17.2,42.29,5,6,1,1
40,6.45,89.0,5.0,17.89,42.863333333333294,17.2,42.363333333333294,5,6,1,1
40,6.56666666666667,88.3333333333333,5.3333333333333295,17.79,42.79,17.1,42.4,5,6,1,1
30,6.68333333333333,87.6666666666667,5.66666666666667,17.79,42.79,17.1,42.4,5,6,1,1
20,6.8,87.0,6.0,17.79,42.79,17.1,42.5,6,6,1,1
30,6.66666666666667,88.0,6.16666666666667,17.79,42.863333333333294,17.1,42.5,6,6,1,1
30,6.53333333333333,89.0,6.3333333333333295,17.76,42.8266666666667,17.1,42.53,6,6,1,1
40,6.4,90.0,6.5,17.7,42.9,17.0333333333333,42.53,6,6,1,1
40,6.26666666666667,91.0,6.66666666666667,17.7,42.933333333333294,17.0,42.5,6,6,1,1
50,6.133333333333329,92.0,6.8333333333333295,17.7,43.0,17.0,42.56,6,6,1,1
40,6.0,93.0,7.0,17.7,43.0,17.0,42.59,7,6,1,1
40,6.01666666666667,93.5,7.0,17.625,43.0,16.9266666666667,42.59,7,6,1,1
40,6.03333333333333,94.0,7.0,17.6666666666667,43.06,16.89,42.7,7,6,1,1
50,6.05,94.5,7.0,17.6,43.0,16.89,42.7,7,6,1,1
40,6.06666666666667,95.0,7.0,17.6,43.0,16.89,42.73,7,6,1,1
220,6.0833333333333295,95.5,7.0,17.6,43.19333333333329,16.89,42.8175,7,6,1,1
360,6.1,96.0,7.0,17.6,43.4666666666667,16.89,42.9,8,6,1,1
360,6.18333333333333,95.8333333333333,6.66666666666667,17.6,43.6266666666667,16.79,42.933333333333294,8,6,1,1
590,6.26666666666667,95.6666666666667,6.3333333333333295,17.6,43.76,16.8566666666667,43.1333333333333,8,6,1,1
850,6.35,95.5,6.0,17.6,44.16666666666671,16.9266666666667,43.23,8,6,1,1
690,6.43333333333333,95.3333333333333,5.66666666666667,17.6666666666667,44.69333333333329,17.0,43.363333333333294,8,6,1,1
800,6.51666666666667,95.1666666666667,5.3333333333333295,17.79,45.49,17.1333333333333,43.5666666666667,8,6,1,1
710,6.6,95.0,5.0,17.8566666666667,46.6966666666667,17.2,43.7,9,6,1,1
680,6.5833333333333295,94.8333333333333,5.16666666666667,18.033333333333296,46.6633333333333,17.3233333333333,43.933333333333294,9,6,1,1
290,6.56666666666667,94.6666666666667,5.3333333333333295,18.1,46.53,17.4633333333333,44.06,9,6,1,1
190,6.55,94.5,5.5,18.2,46.09666666666671,17.5333333333333,44.2,9,6,1,1
120,6.53333333333333,94.3333333333333,5.66666666666667,18.26,46.29,17.6,44.2,9,6,1,1
140,6.51666666666667,94.1666666666667,5.8333333333333295,18.323333333333295,46.26,17.6333333333333,44.23,9,6,1,1
260,6.5,94.0,6.0,18.39,46.1266666666667,17.7,44.363333333333294,10,6,1,1
310,6.5,94.6666666666667,5.8333333333333295,18.39,46.0,17.79,44.363333333333294,10,6,1,1
230,6.5,95.3333333333333,5.66666666666667,18.4725,45.745,17.79,44.23,10,6,1,1
180,6.5,96.0,5.5,18.566666666666695,45.2666666666667,17.9266666666667,44.1633333333333,10,6,1,1
320,6.5,96.6666666666667,5.3333333333333295,18.6333333333333,45.0,18.0,44.03,10,6,1,1
620,6.5,97.3333333333333,5.16666666666667,18.76,45.0,18.1,44.1633333333333,10,6,1,1
620,6.5,98.0,5.0,18.89,44.83333333333329,18.1975,43.9975,11,6,1,1
530,6.51666666666667,98.1666666666667,5.0,18.963333333333296,44.5666666666667,18.3566666666667,43.8266666666667,11,6,1,1
180,6.53333333333333,98.3333333333333,5.0,19.1,44.723333333333294,18.5,43.76,11,6,1,1
180,6.55,98.5,5.0,19.1666666666667,44.6633333333333,18.5,43.7,11,6,1,1
120,6.56666666666667,98.6666666666667,5.0,19.2,44.8266666666667,18.533333333333296,43.933333333333294,11,6,1,1
140,6.5833333333333295,98.8333333333333,5.0,19.26,44.9666666666667,18.6,44.0,11,6,1,1
100,6.6,99.0,5.0,19.323333333333295,44.863333333333294,18.73,44.0,12,6,1,1
120,6.66666666666667,99.0,4.8333333333333295,19.39,44.79,18.79,43.933333333333294,12,6,1,1
100,6.73333333333333,99.0,4.66666666666667,19.533333333333296,44.723333333333294,18.9266666666667,43.83333333333329,12,6,1,1
130,6.8,99.0,4.5,19.6666666666667,44.53,19.066666666666695,43.7,12,6,1,1
270,6.86666666666667,99.0,4.3333333333333295,19.73,44.26,19.1333333333333,43.43,12,6,1,1
520,6.93333333333333,99.0,4.16666666666667,19.8566666666667,44.26,19.26,43.363333333333294,12,6,1,1
580,7.0,99.0,4.0,20.0,45.5666666666667,19.323333333333295,43.26,13,6,1,1
520,7.06666666666667,99.0,4.0,20.066666666666695,48.9666666666667,19.463333333333296,43.46,13,6,1,1
350,7.133333333333329,99.0,4.0,20.1333333333333,47.9933333333333,19.533333333333296,43.933333333333294,13,6,1,1
340,7.2,99.0,4.0,20.26,47.4,19.6,44.0,13,6,1,1
330,7.26666666666667,99.0,4.0,20.34,46.395,19.73,44.09,13,6,1,1
290,7.3333333333333295,99.0,4.0,20.4266666666667,45.93,19.79,44.09,13,6,1,1
300,7.4,99.0,4.0,20.5,45.73,19.9266666666667,44.0266666666667,14,6,1,1
280,7.483333333333332,98.6666666666667,4.0,20.6333333333333,45.433333333333294,20.1,43.8175,14,6,1,1
220,7.56666666666667,98.3333333333333,4.0,20.76,45.433333333333294,20.3266666666667,43.93,14,6,1,1
90,7.65,98.0,4.0,20.9266666666667,45.223333333333294,20.46,43.8266666666667,14,6,1,1
90,7.733333333333332,97.6666666666667,4.0,21.066666666666695,45.1633333333333,20.6,43.9,14,6,1,1
100,7.81666666666667,97.3333333333333,4.0,21.2,45.1633333333333,20.7,44.09,14,6,1,1
90,7.9,97.0,4.0,21.26,45.09,20.7,44.03,15,6,1,1
80,7.883333333333329,97.0,4.16666666666667,21.323333333333295,45.223333333333294,20.73,43.9666666666667,15,6,1,1
80,7.866666666666669,97.0,4.3333333333333295,21.39,45.03,20.79,43.8266666666667,15,6,1,1
80,7.849999999999999,97.0,4.5,21.39,45.0666666666667,20.79,43.9,15,6,1,1
90,7.8333333333333295,97.0,4.66666666666667,21.39,45.1266666666667,20.79,43.9666666666667,15,6,1,1
90,7.81666666666667,97.0,4.8333333333333295,21.5,45.1333333333333,20.79,43.863333333333294,15,6,1,1
90,7.8,97.0,5.0,21.5,45.06,20.79,43.93,16,6,1,1
80,7.81666666666667,96.8333333333333,5.0,21.4266666666667,44.963333333333296,20.823333333333295,44.1266666666667,16,6,1,1
70,7.8333333333333295,96.6666666666667,5.0,21.4266666666667,45.03,20.89,44.33333333333329,16,6,1,1
50,7.849999999999999,96.5,5.0,21.5,45.03,20.89,44.3266666666667,16,6,1,1
60,7.866666666666669,96.3333333333333,5.0,21.5,45.03,20.89,44.4,16,6,1,1
40,7.883333333333329,96.1666666666667,5.0,21.6,45.03,21.0,44.463333333333296,16,6,1,1
60,7.9,96.0,5.0,21.6,45.1175,21.0,44.53,17,6,1,1
60,7.916666666666669,96.0,4.8333333333333295,21.6,45.1266666666667,21.0,44.363333333333294,17,6,1,1
140,7.93333333333333,96.0,4.66666666666667,21.6666666666667,45.33333333333329,21.0,44.1566666666667,17,6,1,1
80,7.95,96.0,4.5,21.6,44.5266666666667,20.89,43.29,17,6,1,1
70,7.96666666666667,96.0,4.3333333333333295,21.6,44.1333333333333,20.89,43.26,17,6,1,1
60,7.983333333333332,96.0,4.16666666666667,21.6,43.86,20.963333333333296,43.2,17,6,1,1
70,8.0,96.0,4.0,21.6333333333333,43.7,20.9266666666667,42.9,18,6,1,1
60,7.983333333333332,96.0,3.8333333333333295,21.7,43.7,21.0,42.9,18,6,1,1
70,7.96666666666667,96.0,3.6666666666666705,21.7,43.56,21.0,42.9,18,6,1,1
70,7.95,96.0,3.5,21.7,43.433333333333294,20.9266666666667,42.8266666666667,18,6,1,1
70,7.93333333333333,96.0,3.3333333333333295,21.7,43.29,21.0,42.76,18,6,1,1
60,7.916666666666669,96.0,3.16666666666667,21.7,43.23,20.9266666666667,42.7,18,6,1,1
40,7.9,96.0,3.0,21.7,43.2,20.89,42.6633333333333,19,6,1,1
40,7.916666666666669,95.8333333333333,3.0,21.7,43.26,20.89,42.59,19,6,1,1
60,7.93333333333333,95.6666666666667,3.0,21.73,43.1633333333333,20.9266666666667,42.5,19,6,1,1
350,7.95,95.5,3.0,21.79,43.03,21.0,42.433333333333294,19,6,1,1
410,7.96666666666667,95.3333333333333,3.0,21.89,42.76,21.1,42.4666666666667,19,6,1,1
80,7.983333333333332,95.1666666666667,3.0,21.963333333333296,42.5666666666667,21.1666666666667,42.3266666666667,19,6,1,1
100,8.0,95.0,3.0,22.0,42.363333333333294,21.23,42.0266666666667,20,6,1,1
80,8.01666666666667,95.0,3.16666666666667,22.075,42.195,21.29,41.7666666666667,20,6,1,1
270,8.03333333333333,95.0,3.3333333333333295,22.1,42.03,21.39,41.56,20,6,1,1
280,8.05,95.0,3.5,22.1,41.9,21.39,41.433333333333294,20,6,1,1
90,8.06666666666667,95.0,3.6666666666666705,22.1,41.9,21.39,41.29,20,6,1,1
90,8.08333333333333,95.0,3.8333333333333295,22.1333333333333,41.9,21.5,41.4,20,6,1,1
90,8.099999999999998,95.0,4.0,22.2,41.9,21.5,41.4,21,6,1,1
90,8.099999999999998,95.0,4.0,22.2,41.79,21.566666666666695,41.23,21,6,1,1
80,8.099999999999998,95.0,4.0,22.2,41.79,21.5,41.29,21,6,1,1
70,8.099999999999998,95.0,4.0,22.1666666666667,41.8266666666667,21.5,41.2,21,6,1,1
70,8.099999999999998,95.0,4.0,22.1,41.9,21.5,41.26,21,6,1,1
90,8.099999999999998,95.0,4.0,22.066666666666695,41.863333333333294,21.5,41.2,21,6,1,1
100,8.099999999999998,95.0,4.0,22.0,41.79,21.4266666666667,41.2,22,6,1,1
90,8.06666666666667,95.0,3.8333333333333295,22.0,41.79,21.3566666666667,41.2,22,6,1,1
280,8.03333333333333,95.0,3.6666666666666705,21.9266666666667,41.79,21.29,41.0666666666667,22,6,1,1
390,8.0,95.0,3.5,21.89,41.73,21.2,40.933333333333294,22,6,1,1
150,7.96666666666667,95.0,3.3333333333333295,21.823333333333295,41.73,21.1333333333333,41.06,22,6,1,1
50,7.93333333333333,95.0,3.16666666666667,21.76,41.8266666666667,21.066666666666695,41.2,22,6,1,1
50,7.9,95.0,3.0,21.7,42.1,21.0,41.2,23,6,1,1
40,7.916666666666669,95.0,2.8333333333333295,21.6666666666667,42.26,20.89,41.3266666666667,23,6,1,1
50,7.93333333333333,95.0,2.66666666666667,21.6666666666667,42.26,20.823333333333295,41.3266666666667,23,6,1,1
30,7.95,95.0,2.5,21.55,42.29,20.8566666666667,41.4666666666667,23,6,1,1
20,7.96666666666667,95.0,2.3333333333333295,21.5,42.3266666666667,20.73,41.4666666666667,23,6,1,1
40,7.983333333333332,95.0,2.16666666666667,21.5,42.4,20.7,41.59,23,6,1,1
50,8.0,95.0,2.0,21.463333333333296,42.363333333333294,20.625,41.6175,0,0,1,0
50,8.01666666666667,94.8333333333333,2.0,21.39,42.29,20.533333333333296,41.7,0,0,1,0
50,8.03333333333333,94.6666666666667,2.0,21.3566666666667,42.29,20.5,41.7,0,0,1,0
40,8.05,94.5,2.0,21.29,42.363333333333294,20.5,41.76,0,0,1,0
50,8.06666666666667,94.3333333333333,2.0,21.29,42.4,20.39,41.79,0,0,1,0
50,8.08333333333333,94.1666666666667,2.0,21.23,42.4,20.323333333333295,41.863333333333294,0,0,1,0
50,8.099999999999998,94.0,2.0,21.2,42.4,20.29,42.0,1,0,1,0
50,8.099999999999998,94.0,2.0,21.2,42.4,20.23,41.933333333333294,1,0,1,0
60,8.099999999999998,94.0,2.0,21.1666666666667,42.4,20.2,42.03,1,0,1,0
50,8.099999999999998,94.0,2.0,21.1,42.4666666666667,20.2,42.09,1,0,1,0
40,8.099999999999998,94.0,2.0,21.066666666666695,42.4666666666667,20.1,42.2,1,0,1,0
40,8.099999999999998,94.0,2.0,21.0,42.4,20.1,42.26,1,0,1,0
20,8.099999999999998,94.0,2.0,21.0,42.4,20.066666666666695,42.29,2,0,1,0
30,8.11666666666667,94.0,2.3333333333333295,21.0,42.4,20.0,42.29,2,0,1,0
40,8.13333333333333,94.0,2.66666666666667,21.0,42.5,20.0,42.4,2,0,1,0
50,8.15,94.0,3.0,20.9266666666667,42.5,19.9266666666667,42.4666666666667,2,0,1,0
50,8.16666666666667,94.0,3.3333333333333295,20.8566666666667,42.5,19.89,42.5,2,0,1,0
60,8.18333333333333,94.0,3.6666666666666705,20.79,42.5,19.89,42.56,2,0,1,0
40,8.199999999999998,94.0,4.0,20.79,42.5,19.79,42.53,3,0,1,0
50,8.233333333333329,94.0,3.8333333333333295,20.76,42.53,19.7225,42.59,3,0,1,0
50,8.26666666666667,94.0,3.6666666666666705,20.7,42.59,19.7,42.6633333333333,3,0,1,0
40,8.3,94.0,3.5,20.7,42.59,19.7,42.73,3,0,1,0
50,8.33333333333333,94.0,3.3333333333333295,20.7,42.6633333333333,19.6333333333333,42.73,3,0,1,0
60,8.36666666666667,94.0,3.16666666666667,20.6666666666667,42.6633333333333,19.6666666666667,42.76,3,0,1,0
50,8.4,94.0,3.0,20.6,42.59,19.6,42.76,4,0,1,0
60,8.25,94.5,3.0,20.6,42.7,19.6,42.8266666666667,4,0,1,0
30,8.099999999999998,95.0,3.0,20.6,42.7,19.533333333333296,42.9,4,0,1,0
30,7.95,95.5,3.0,20.566666666666695,42.7,19.5,42.933333333333294,4,0,1,0
20,7.8,96.0,3.0,20.5,42.7,19.5,43.0,4,0,1,0
40,7.65,96.5,3.0,20.5,42.79,19.39,42.933333333333294,4,0,1,0
50,7.5,97.0,3.0,20.5,42.79,19.463333333333296,43.06,5,0,1,0
50,7.43333333333333,96.6666666666667,3.0,20.39,42.79,19.39,43.0,5,0,1,0
60,7.366666666666669,96.3333333333333,3.0,20.39,42.79,19.39,43.06,5,0,1,0
50,7.3,96.0,3.0,20.3566666666667,42.79,19.323333333333295,43.09,5,0,1,0
40,7.233333333333332,95.6666666666667,3.0,20.29,42.79,19.39,43.09,5,0,1,0
50,7.16666666666667,95.3333333333333,3.0,20.29,42.8266666666667,19.29,43.09,5,0,1,0
40,7.1,95.0,3.0,20.29,42.9,19.29,43.1633333333333,6,0,1,0
50,7.0,95.0,3.0,20.29,43.145,19.26,43.29,6,0,1,0
40,6.9,95.0,3.0,20.2,43.3266666666667,19.2,43.3975,6,0,1,0
50,6.8,95.0,3.0,20.2,43.4666666666667,19.2,43.56,6,0,1,0
60,6.7,95.0,3.0,20.2,43.53,19.2,43.7,6,0,1,0
30,6.6,95.0,3.0,20.1333333333333,43.59,19.2,43.76,6,0,1,0
20,6.5,95.0,3.0,20.1,43.6266666666667,19.1666666666667,43.79,7,0,1,0
30,6.55,95.0,3.0,20.1,43.7,19.1,43.863333333333294,7,0,1,0
50,6.6,95.0,3.0,20.066666666666695,43.7,19.1,44.0,7,0,1,0
50,6.65,95.0,3.0,20.0,43.7,19.1,44.0,7,0,1,0
40,6.7,95.0,3.0,20.0,43.7,19.033333333333296,43.963333333333296,7,0,1,0
60,6.75,95.0,3.0,20.0,43.7,19.033333333333296,44.03,7,0,1,0
50,6.8,95.0,3.0,20.0,43.7,19.0,44.03,8,0,1,0
50,6.883333333333329,94.6666666666667,3.0,20.0,43.76,19.0,44.09,8,0,1,0
50,6.96666666666667,94.3333333333333,3.0,19.963333333333296,43.79,19.0,44.09,8,0,1,0
50,7.05,94.0,3.0,19.89,43.79,19.0,44.09,8,0,1,0
40,7.133333333333329,93.6666666666667,3.0,19.89,43.9,18.963333333333296,44.2,8,0,1,0
50,7.21666666666667,93.3333333333333,3.0,19.89,43.9,18.89,44.2,8,0,1,0
50,7.3,93.0,3.0,19.8566666666667,43.9,18.89,44.2,9,0,1,0
20,7.56666666666667,91.6666666666667,3.0,19.8566666666667,43.9,18.89,44.2,9,0,1,0
40,7.8333333333333295,90.3333333333333,3.0,19.79,43.9,18.89,44.29,9,0,1,0
30,8.099999999999998,89.0,3.0,19.79,43.9,18.89,44.29,9,0,1,0
50,8.36666666666667,87.6666666666667,3.0,19.79,43.9666666666667,18.89,44.29,9,0,1,0
40,8.63333333333333,86.3333333333333,3.0,19.79,44.0,18.89,44.29,9,0,1,0
50,8.9,85.0,3.0,19.79,44.0,18.89,44.29,10,0,1,0
50,9.18333333333333,82.1666666666667,3.16666666666667,19.73,44.0,18.9266666666667,44.26,10,0,1,0
40,9.46666666666667,79.3333333333333,3.3333333333333295,19.79,44.06,19.066666666666695,44.2,10,0,1,0
50,9.75,76.5,3.5,19.79,44.09,19.1,44.06,10,0,1,0
50,10.0333333333333,73.6666666666667,3.6666666666666705,19.79,44.1633333333333,19.1666666666667,43.933333333333294,10,0,1,0
60,10.3166666666667,70.8333333333333,3.8333333333333295,19.79,44.2,19.23,43.9,10,0,1,0
50,10.6,68.0,4.0,19.8566666666667,44.33333333333329,19.29,43.9,11,0,1,0
50,10.85,66.0,4.0,19.89,44.26,19.323333333333295,43.6633333333333,11,0,1,0
40,11.1,64.0,4.0,19.963333333333296,44.2,19.39,43.53,11,0,1,0
40,11.35,62.0,4.0,20.0,44.1633333333333,19.39,43.4,11,0,1,0
30,11.6,60.0,4.0,20.066666666666695,44.09,19.39,43.3266666666667,11,0,1,0
20,11.85,58.0,4.0,20.1,44.0,19.39,43.29,11,0,1,0
40,12.1,56.0,4.0,20.1,44.0,19.463333333333296,43.29,12,0,1,0
50,12.0833333333333,56.66666666666671,4.3333333333333295,20.1,43.9,19.5,43.26,12,0,1,0
60,12.0666666666667,57.33333333333329,4.66666666666667,20.1,43.9,19.5,43.2,12,0,1,0
40,12.05,58.0,5.0,20.15,43.79,19.5,43.2,12,0,1,0
50,12.0333333333333,58.66666666666671,5.3333333333333295,20.2,43.76,19.5,43.145,12,0,1,0
50,12.0166666666667,59.33333333333329,5.66666666666667,20.2,43.7,19.5,43.1266666666667,12,0,1,0
40,12.0,60.0,6.0,20.29,43.6633333333333,19.5,43.09,13,0,1,0
50,12.1166666666667,59.33333333333329,5.8333333333333295,20.29,43.59,19.5,43.09,13,0,1,0
60,12.2333333333333,58.66666666666671,5.66666666666667,20.29,43.59,19.5,43.09,13,0,1,0
50,12.35,58.0,5.5,20.29,43.59,19.5,43.09,13,0,1,0
60,12.4666666666667,57.33333333333329,5.3333333333333295,20.29,43.59,19.5,43.09,13,0,1,0
